AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,"45,070",4.1,23.679,0.72,,41.69,"86,720",1.2,20.73,28.15,39.06,52.81,67.94,"43,120","58,550","81,250","109,850","141,320",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,"4,900",12.1,2.574,0.62,,44.97,"93,530",2.0,26.99,33.44,42.57,55.11,67.29,"56,130","69,560","88,550","114,620","139,960",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,"1,900",8.7,0.997,1.00,,41.65,"86,640",2.3,21.16,28.72,39.30,53.27,65.94,"44,000","59,740","81,750","110,790","137,160",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,380,17.3,0.201,0.92,,60.84,"126,550",3.7,37.24,49.18,58.93,69.41,82.08,"77,470","102,300","122,580","144,370","170,730",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,"1,210",6.1,0.633,0.48,,30.64,"63,740",2.6,19.86,23.19,28.64,35.31,44.06,"41,310","48,240","59,570","73,450","91,640",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,"6,700",5.2,3.520,0.77,,24.42,"50,790",1.7,14.53,18.03,23.02,29.41,37.07,"30,230","37,500","47,880","61,180","77,100",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,"1,810",16.6,0.951,0.83,,53.13,"110,510",2.6,33.41,40.96,51.02,63.33,75.52,"69,500","85,210","106,120","131,730","157,090",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,"4,400",3.8,2.312,0.95,,37.14,"77,250",1.4,21.71,27.87,35.76,44.98,55.38,"45,150","57,960","74,390","93,560","115,190",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1245,Database Administrators and Architects,detailed,"2,270",3.4,1.194,1.24,,41.15,"85,600",1.5,24.47,30.08,38.85,49.88,61.33,"50,890","62,570","80,820","103,750","127,580",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,"3,870",8.6,2.034,1.59,,42.33,"88,040",2.3,24.53,31.13,40.30,51.21,65.65,"51,020","64,750","83,820","106,520","136,550",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,"13,570",5.3,7.129,0.67,,49.48,"102,920",1.5,26.99,35.56,47.37,62.68,77.97,"56,140","73,960","98,530","130,380","162,180",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1257,Web Developers and Digital Interface Designers,detailed,710,12.0,0.373,0.33,,34.23,"71,190",5.3,16.67,23.02,30.56,39.92,57.72,"34,670","47,880","63,560","83,040","120,060",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,"2,280",3.7,1.196,0.46,,41.50,"86,320",4.0,21.18,31.81,42.46,51.18,58.94,"44,060","66,150","88,320","106,450","122,590",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,80,43.1,0.041,0.25,,61.65,"128,230",9.4,33.12,39.76,53.34,72.78,#,"68,890","82,690","110,940","151,380",#,,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,560,4.6,0.292,0.42,,49.09,"102,100",4.2,26.40,34.86,49.57,62.19,74.69,"54,920","72,520","103,100","129,360","155,360",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,210,6.7,0.110,0.39,,31.73,"65,990",2.4,20.45,24.49,29.58,36.09,46.91,"42,530","50,930","61,530","75,070","97,570",,
01,Alabama,2,AL,000000,Cross-industry,cross-industry,1235,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,210,19.7,0.113,0.26,,43.10,"89,650",3.2,27.17,35.80,43.55,50.79,58.59,"56,510","74,460","90,590","105,650","121,870",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,"5,000",7.3,16.863,0.51,,40.02,"83,250",1.6,22.18,29.34,39.33,49.14,58.94,"46,130","61,030","81,800","102,220","122,600",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,440,14.9,1.473,0.36,,41.79,"86,930",2.2,27.66,33.49,41.12,50.28,59.12,"57,540","69,660","85,530","104,590","122,960",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,120,14.7,0.406,0.41,,43.94,"91,390",3.6,29.16,34.64,41.12,50.18,68.24,"60,650","72,040","85,530","104,370","141,940",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,530,24.0,1.791,1.35,,31.23,"64,960",6.1,13.78,19.15,30.24,41.17,51.12,"28,660","39,840","62,890","85,630","106,330",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,740,5.7,2.490,0.55,,29.16,"60,650",1.7,20.29,23.25,27.44,33.46,40.71,"42,190","48,370","57,070","69,590","84,680",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,**,**,**,**,,49.23,"102,390",4.4,31.79,42.97,48.09,53.28,75.96,"66,110","89,390","100,040","110,830","158,010",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,890,17.1,3.020,1.24,,40.36,"83,940",2.6,25.69,32.67,39.07,47.73,56.71,"53,440","67,960","81,270","99,270","117,960",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1245,Database Administrators and Architects,detailed,160,20.6,0.544,0.57,,42.93,"89,300",4.2,25.85,30.79,44.02,52.72,62.07,"53,780","64,040","91,560","109,660","129,100",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,510,13.7,1.712,1.34,,44.42,"92,390",1.8,27.13,34.38,43.34,52.07,61.23,"56,420","71,510","90,150","108,310","127,370",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,360,24.0,1.230,0.12,,47.50,"98,810",2.6,33.53,41.39,47.06,53.54,63.88,"69,740","86,080","97,880","111,370","132,880",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1257,Web Developers and Digital Interface Designers,detailed,70,22.4,0.244,0.22,,34.02,"70,760",3.4,17.09,23.47,35.75,44.78,49.06,"35,550","48,820","74,360","93,140","102,040",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,600,6.2,2.022,0.78,,47.55,"98,900",5.3,26.58,38.92,46.72,55.41,64.45,"55,280","80,960","97,170","115,260","134,050",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,120,10.7,0.391,0.57,,36.49,"75,900",5.4,20.84,23.79,32.98,45.94,60.22,"43,340","49,480","68,590","95,550","125,260",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,70,7.0,0.250,0.89,,43.89,"91,280",1.6,29.04,35.06,42.37,52.32,58.97,"60,390","72,930","88,120","108,830","122,650",,
02,Alaska,2,AK,000000,Cross-industry,cross-industry,1235,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,170,14.5,0.561,1.31,,36.69,"76,310",2.7,25.83,29.70,35.63,43.74,49.57,"53,720","61,780","74,110","90,980","103,100",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,"100,420",2.4,35.422,1.07,,41.84,"87,030",1.2,19.83,28.21,40.25,53.61,65.06,"41,240","58,670","83,730","111,500","135,320",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,"11,770",6.6,4.153,1.01,,44.16,"91,840",1.1,27.53,34.32,42.77,53.44,63.33,"57,270","71,380","88,970","111,160","131,720",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,"4,150",8.4,1.464,1.48,,48.52,"100,930",1.5,29.17,39.32,47.73,58.76,68.26,"60,670","81,780","99,290","122,220","141,980",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,200,9.3,0.069,0.32,,56.09,"116,670",4.2,28.52,44.98,55.61,64.79,78.55,"59,320","93,550","115,660","134,760","163,380",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,"4,290",7.6,1.514,1.14,,28.22,"58,710",2.2,17.54,20.88,26.49,33.69,41.40,"36,490","43,430","55,090","70,080","86,120",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,"19,280",3.7,6.800,1.49,,25.45,"52,940",1.9,15.20,17.98,23.09,30.11,40.22,"31,620","37,400","48,030","62,630","83,650",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,"3,960",10.4,1.398,1.22,,53.37,"111,010",1.5,31.87,40.41,51.88,65.53,78.54,"66,290","84,050","107,910","136,300","163,370",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,"7,130",4.7,2.516,1.03,,41.20,"85,700",1.2,26.28,31.15,38.73,49.50,62.03,"54,660","64,800","80,560","102,960","129,020",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1245,Database Administrators and Architects,detailed,"2,490",6.8,0.880,0.92,,49.00,"101,920",1.8,26.38,35.27,48.40,61.12,74.13,"54,870","73,360","100,670","127,120","154,180",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,"2,390",6.0,0.844,0.66,,43.60,"90,680",2.6,21.24,33.15,43.10,52.94,64.81,"44,190","68,950","89,650","110,120","134,810",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,"32,250",3.8,11.377,1.07,,50.32,"104,660",1.8,30.67,38.30,48.70,60.31,71.66,"63,800","79,670","101,300","125,440","149,050",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1257,Web Developers and Digital Interface Designers,detailed,"3,080",5.8,1.088,0.97,,33.28,"69,230",4.6,16.86,20.38,30.42,44.15,56.13,"35,060","42,390","63,270","91,840","116,760",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,"5,640",5.8,1.991,0.76,,40.38,"83,990",1.6,22.09,28.88,38.58,49.98,61.31,"45,950","60,060","80,250","103,970","127,530",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,140,18.0,0.051,0.31,,51.50,"107,130",4.1,35.09,39.90,48.58,59.13,67.39,"72,980","82,980","101,040","123,000","140,160",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,"1,680",7.8,0.594,0.86,,39.80,"82,770",2.8,22.15,27.90,37.90,49.06,60.87,"46,070","58,020","78,830","102,050","126,620",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,530,16.7,0.186,0.67,,46.06,"95,800",1.9,26.83,35.10,45.63,57.19,67.85,"55,800","73,000","94,910","118,950","141,120",,
04,Arizona,2,AZ,000000,Cross-industry,cross-industry,1235,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,400",23.1,0.494,1.15,,52.21,"108,590",2.1,29.47,42.03,53.80,62.61,73.82,"61,290","87,430","111,900","130,240","153,540",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,"23,120",2.6,19.626,0.60,,35.28,"73,390",4.6,17.22,23.76,33.56,45.03,56.63,"35,820","49,420","69,800","93,660","117,790",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,"2,730",8.6,2.319,0.56,,35.19,"73,190",2.2,21.66,26.77,33.58,41.79,50.64,"45,060","55,680","69,840","86,930","105,330",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,840,3.3,0.713,0.72,,43.03,"89,500",4.4,24.99,31.58,41.58,53.01,65.23,"51,970","65,680","86,480","110,260","135,680",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,60,3.3,0.049,0.23,,60.15,"125,120",5.1,36.89,51.17,61.75,70.93,78.99,"76,720","106,440","128,450","147,520","164,300",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,"1,240",6.1,1.052,0.79,,25.38,"52,800",2.2,15.19,18.79,24.32,30.18,37.70,"31,590","39,080","50,590","62,780","78,410",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,"3,750",5.0,3.183,0.70,,20.68,"43,010",1.8,12.78,15.82,19.60,24.68,30.08,"26,580","32,890","40,760","51,330","62,560",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,820,10.1,0.700,0.61,,42.55,"88,500",2.4,24.24,30.93,40.06,52.30,64.47,"50,410","64,330","83,320","108,790","134,100",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,"2,050",9.8,1.740,0.71,,32.84,"68,310",3.7,19.40,24.69,30.92,39.61,49.91,"40,360","51,350","64,310","82,390","103,810",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1245,Database Administrators and Architects,detailed,670,5.1,0.570,0.59,,38.57,"80,220",2.4,22.73,29.45,38.33,47.41,54.82,"47,280","61,270","79,730","98,610","114,020",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,"1,550",6.3,1.319,1.03,,41.05,"85,390",6.8,23.39,30.37,38.58,51.61,63.89,"48,660","63,160","80,240","107,360","132,880",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,"6,930",4.4,5.881,0.55,,42.17,"87,720",3.3,26.13,33.17,40.75,50.36,61.69,"54,350","69,000","84,750","104,750","128,310",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1257,Web Developers and Digital Interface Designers,detailed,640,11.1,0.542,0.48,,22.66,"47,140",3.1,11.97,15.25,20.60,28.31,36.78,"24,910","31,710","42,840","58,890","76,500",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,720,5.1,0.614,0.24,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,**,**,**,**,,54.71,"113,800",9.0,26.28,34.26,47.21,67.34,92.97,"54,670","71,270","98,200","140,070","193,370",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,270,12.3,0.225,0.33,,30.33,"63,080",3.1,16.73,21.45,27.61,36.76,48.45,"34,810","44,610","57,430","76,450","100,770",,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,470,3.1,0.400,1.43,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
05,Arkansas,2,AR,000000,Cross-industry,cross-industry,1235,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,260,7.0,0.217,0.50,,54.58,"113,530",2.7,38.61,45.31,52.41,64.56,77.40,"80,310","94,250","109,020","134,290","160,980",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,"640,210",2.0,38.964,1.18,,56.16,"116,820",1.2,27.05,38.08,53.86,72.25,89.04,"56,270","79,220","112,030","150,270","185,190",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,"62,640",3.5,3.813,0.92,,55.66,"115,760",1.1,32.14,41.39,53.96,68.46,83.58,"66,860","86,100","112,240","142,400","173,840",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,"10,470",3.5,0.637,0.64,,60.57,"125,990",0.9,35.51,46.26,58.42,74.40,90.98,"73,860","96,220","121,510","154,740","189,230",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,"7,170",10.1,0.436,2.01,,72.52,"150,830",2.8,38.15,54.50,69.55,88.18,#,"79,360","113,370","144,670","183,420",#,,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,"15,390",5.1,0.937,0.71,,36.33,"75,570",1.0,21.27,27.01,34.24,44.20,55.01,"44,230","56,180","71,210","91,940","114,430",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,"75,950",2.6,4.622,1.01,,33.90,"70,510",1.0,18.72,24.15,31.87,42.65,52.09,"38,940","50,220","66,280","88,700","108,340",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,"19,650",6.3,1.196,1.04,,64.41,"133,970",1.7,33.56,46.91,64.46,80.88,96.90,"69,800","97,570","134,080","168,240","201,550",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,"31,430",3.0,1.913,0.78,,50.03,"104,060",1.4,29.07,37.12,47.69,61.16,77.07,"60,460","77,210","99,190","127,210","160,300",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1245,Database Administrators and Architects,detailed,"15,600",4.5,0.950,0.99,,54.27,"112,870",1.7,28.01,37.28,51.86,69.02,83.58,"58,270","77,550","107,880","143,560","173,850",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,"21,800",7.3,1.327,1.04,,51.59,"107,300",1.5,29.87,39.19,50.13,63.49,77.11,"62,120","81,510","104,260","132,060","160,380",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,"249,700",3.5,15.197,1.43,,66.16,"137,620",1.2,37.35,50.19,65.35,80.75,97.48,"77,680","104,400","135,930","167,970","202,760",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1257,Web Developers and Digital Interface Designers,detailed,"22,020",4.6,1.340,1.19,,45.65,"94,960",1.6,22.26,29.62,42.99,59.54,75.75,"46,300","61,610","89,420","123,840","157,550",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,"83,170",2.8,5.062,1.94,,53.16,"110,580",1.6,24.90,35.04,49.46,66.16,86.79,"51,800","72,890","102,870","137,610","180,520",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,"1,450",20.7,0.088,0.55,,55.51,"115,460",1.8,35.30,42.73,54.26,66.11,80.47,"73,420","88,870","112,860","137,520","167,370",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-2021,Mathematicians,detailed,410,42.3,0.025,1.40,,56.34,"117,180",2.3,37.54,46.50,56.93,64.86,76.02,"78,080","96,720","118,410","134,900","158,120",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,"8,940",5.2,0.544,0.79,,52.09,"108,350",3.0,28.05,35.82,48.63,63.10,77.96,"58,340","74,510","101,160","131,250","162,160",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,"4,910",9.8,0.299,1.07,,53.87,"112,050",1.9,29.42,38.88,51.95,66.76,80.74,"61,190","80,880","108,060","138,860","167,940",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,"9,510",5.7,0.579,1.35,,62.05,"129,060",3.7,33.34,42.28,61.21,78.19,95.14,"69,340","87,940","127,310","162,630","197,890",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,"126,070",2.1,48.903,1.48,,48.33,"100,520",0.8,25.36,34.19,46.49,60.98,75.37,"52,750","71,120","96,700","126,830","156,770",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,"11,160",4.2,4.329,1.05,,50.50,"105,030",1.3,30.90,38.13,48.86,61.13,74.79,"64,280","79,310","101,620","127,160","155,560",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,"4,250",6.2,1.649,1.66,,51.72,"107,590",1.3,30.49,39.97,50.22,62.98,76.68,"63,410","83,130","104,450","131,000","159,500",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,380,8.8,0.147,0.68,,56.84,"118,220",2.8,39.21,45.83,54.58,67.01,79.23,"81,550","95,340","113,520","139,370","164,790",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,"3,940",6.3,1.528,1.15,,37.60,"78,220",2.6,21.55,26.55,35.04,46.33,60.13,"44,820","55,220","72,880","96,370","125,070",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,"15,400",6.1,5.974,1.31,,29.48,"61,320",1.0,18.17,22.00,27.60,35.32,44.93,"37,790","45,760","57,410","73,460","93,460",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,"6,360",5.8,2.467,2.15,,60.11,"125,030",1.4,36.95,46.64,59.01,72.70,85.04,"76,870","97,010","122,730","151,220","176,890",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,"12,240",4.2,4.749,1.95,,44.00,"91,510",1.2,26.66,33.69,42.26,53.08,64.08,"55,450","70,080","87,910","110,410","133,290",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1245,Database Administrators and Architects,detailed,"3,230",10.4,1.251,1.30,,47.41,"98,600",1.7,24.07,34.68,47.97,60.65,70.85,"50,060","72,130","99,780","126,160","147,370",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,"1,990",12.3,0.771,0.60,,40.82,"84,900",2.1,19.55,31.20,40.89,50.59,60.46,"40,670","64,900","85,040","105,220","125,760",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,"48,230",3.5,18.710,1.76,,54.18,"112,700",0.8,32.99,41.01,53.32,66.05,79.14,"68,630","85,300","110,900","137,380","164,610",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1257,Web Developers and Digital Interface Designers,detailed,"4,270",15.4,1.655,1.47,,38.34,"79,750",6.0,20.76,25.96,35.04,45.67,61.40,"43,180","53,990","72,890","95,000","127,710",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,"11,170",5.8,4.331,1.66,,53.30,"110,870",3.9,28.65,37.89,50.14,64.84,80.49,"59,600","78,800","104,290","134,860","167,420",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,220,24.5,0.084,0.52,,59.59,"123,950",6.0,33.41,41.88,55.87,75.23,95.80,"69,480","87,110","116,210","156,490","199,270",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-2021,Mathematicians,detailed,90,23.0,0.033,1.89,,54.99,"114,380",9.1,26.27,30.21,46.04,71.24,94.86,"54,650","62,830","95,770","148,170","197,310",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,790,8.5,0.307,0.44,,45.03,"93,660",2.6,26.61,34.43,43.70,55.52,65.50,"55,350","71,620","90,890","115,470","136,240",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,"1,100",8.7,0.428,1.53,,41.57,"86,470",2.1,27.65,32.22,39.60,48.50,58.38,"57,520","67,010","82,360","100,880","121,430",,
08,Colorado,2,CO,000000,Cross-industry,cross-industry,1235,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,"1,260",5.4,0.489,1.14,,47.05,"97,860",2.7,25.85,33.37,44.38,58.17,73.05,"53,780","69,400","92,320","121,000","151,940",,
09,Connecticut,2,CT,000000,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,"48,200",3.1,31.284,0.95,,45.94,"95,550",1.0,24.67,32.97,44.04,56.22,69.76,"51,320","68,580","91,600","116,940","145,100",,
09,Connecticut,2,CT,000000,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,"7,150",3.6,4.643,1.12,,48.20,"100,260",1.6,31.77,37.73,46.46,56.72,67.31,"66,080","78,470","96,650","117,980","140,010",,
09,Connecticut,2,CT,000000,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,880,6.3,0.570,0.57,,49.63,"103,230",3.0,31.23,38.13,46.74,58.12,71.84,"64,960","79,310","97,220","120,900","149,430",,
09,Connecticut,2,CT,000000,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,60,5.8,0.036,0.17,,52.64,"109,490",2.9,34.40,43.61,52.65,64.72,73.21,"71,550","90,710","109,510","134,610","152,280",,
09,Connecticut,2,CT,000000,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,760,12.6,0.495,0.37,,38.30,"79,670",2.7,24.13,30.21,36.87,45.27,54.78,"50,180","62,840","76,700","94,150","113,950",,
09,Connecticut,2,CT,000000,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,"8,830",4.7,5.732,1.26,,29.87,"62,120",1.3,17.62,22.01,28.27,36.18,44.93,"36,640","45,780","58,800","75,260","93,450",,
09,Connecticut,2,CT,000000,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,"1,500",6.7,0.971,0.85,,54.91,"114,210",3.2,39.95,44.17,51.77,65.41,78.34,"83,090","91,880","107,680","136,050","162,940",,
09,Connecticut,2,CT,000000,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,"2,400",5.8,1.556,0.64,,48.03,"99,900",1.6,30.10,37.14,46.32,56.40,68.01,"62,600","77,250","96,340","117,310","141,460",,
